team,key,value,eventTime,arrivalTime,processedTime
1,157378660,53,5538403,5538405,0
0,163678308,65,5538466,5538467,0
1,161570916,47,5538690,5538691,0
0,157384804,73,5538953,5538954,0
1,157378661,23,5539281,5539282,0
1,162622566,59,5539523,5539524,0
1,159473763,14,5539594,5539595,0
1,158425191,97,5539779,5539784,0
1,162622564,49,5539785,5539787,0
1,157379684,57,5540000,5540001,0
1,158425188,13,5540360,5540361,0
1,161570916,52,5540372,5540375,0
0,161582183,40,5540682,5540683,0
0,163676260,63,5540899,5540900,0
0,160533604,38,5540913,5540914,0
1,162622563,88,5540972,5540974,0
1,162623588,28,5541119,5541120,0
0,158436452,68,5541380,5541390,0
0,161582179,61,5541560,5541562,0
0,164725859,64,5541672,5541673,0
0,160532580,67,5541673,5541674,0
1,157379684,58,5541682,5541683,0
0,159482979,75,5541690,5541705,0
0,158434404,44,5541792,5541793,0
